-100,-100,-93,1 
-100,-93,-93,3 
-100,-86,-93,4 
-100,-79,-93,3 
-100,-72,-93,4 
-100,-65,-93,6 
-100,-58,-93,7 
-100,-51,-93,9 
-100,-44,-93,10 
-100,-37,-93,9 
-100,-30,-93,10 
-100,-23,-93,12 
-100,-16,-93,13 
-100,-9,-93,15 
-100,-2,-93,16 
-100,-93,5,15 
-100,-93,12,17 
-100,-93,19,18 
-100,-93,26,20 
-100,-93,33,21 
-100,-93,40,20 
-100,-93,47,21 
-100,-93,54,23 
-100,-93,61,24 
-100,-93,68,26 
-100,-93,75,27 
-100,-93,82,26 
-100,-93,89,27 
-100,-93,96,29 
-100,-79,-86,5 
-100,-65,-86,5 
-100,-51,-86,5 
-100,-37,-86,8 
-100,-23,-86,8 
-100,-86,-9,10 
-100,-86,5,10 
-100,-86,19,10 
-100,-86,33,13 
-100,-86,47,13 
-100,-86,61,13 
-100,-86,75,16 
-100,-86,89,16 
-100,-72,-79,4 
-100,-65,-79,6 
-100,-51,-79,6 
-100,-44,-79,7 
-100,-30,-79,7 
-100,-23,-79,6 
-100,-79,-9,9 
-100,-2,-79,7 
-100,-79,12,8 
-100,-79,19,9 
-100,-79,33,9 
-100,-79,40,11 
-100,-79,54,11 
-100,-79,61,12 
-100,-79,75,12 
-100,-79,82,11 
-100,-79,96,14 
-100,-65,-72,5 
-100,-51,-72,5 
-100,-37,-72,8 
-100,-23,-72,8 
-100,-72,-9,7 
-100,-72,5,7 
-100,-72,19,10 
-100,-72,33,10 
-100,-72,47,10 
-100,-72,61,10 
-100,-72,75,10 
-100,-72,89,10 
-100,-58,-65,7 
-100,-51,-65,6 
-100,-44,-65,7 
-100,-37,-65,6 
-100,-23,-65,9 
-100,-16,-65,7 
-100,-65,-9,6 
-100,-2,-65,7 
-100,-65,12,8 
-100,-65,19,9 
-100,-65,26,8 
-100,-65,33,9 
-100,-65,47,9 
-100,-65,54,8 
-100,-65,61,9 
-100,-65,68,11 
-100,-65,82,11 
-100,-65,89,9 
-100,-65,96,11 
-100,-51,-58,8 
-100,-23,-58,8 
-100,-58,-9,10 
-100,-58,19,10 
-100,-58,33,10 
-100,-58,61,10 
-100,-58,75,10 
-100,-44,-51,10 
-100,-37,-51,6 
-100,-30,-51,7 
-100,-23,-51,6 
-100,-16,-51,7 
-100,-51,-9,9 
-100,-51,5,9 
-100,-51,12,8 
-100,-51,19,9 
-100,-51,26,8 
-100,-51,33,9 
-100,-51,40,11 
-100,-51,54,11 
-100,-51,61,9 
-100,-51,68,8 
-100,-51,75,9 
-100,-51,82,8 
-100,-51,89,12 
-100,-37,-44,11 
-100,-23,-44,8 
-100,-44,-9,7 
-100,-44,5,10 
-100,-44,19,10 
-100,-44,33,7 
-100,-44,47,7 
-100,-44,61,10 
-100,-44,75,13 
-100,-44,89,10 
-100,-30,-37,10 
-100,-23,-37,9 
-100,-37,-9,9 
-100,-2,-37,7 
-100,-37,12,8 
-100,-37,19,12 
-100,-37,33,12 
-100,-37,40,8 
-100,-37,54,8 
-100,-37,61,9 
-100,-37,75,9 
-100,-37,82,11 
-100,-37,96,14 
-100,-23,-30,11 
-100,-30,-9,7 
-100,-30,19,7 
-100,-30,33,13 
-100,-30,47,13 
-100,-30,61,10 
-100,-30,89,10 
-100,-16,-23,13 
-100,-23,-9,9 
-100,-2,-23,7 
-100,-23,5,9 
-100,-23,12,8 
-100,-23,19,9 
-100,-23,26,8 
-100,-23,33,9 
-100,-23,40,8 
-100,-23,47,12 
-100,-23,61,15 
-100,-23,68,11 
-100,-23,75,9 
-100,-23,82,8 
-100,-23,89,9 
-100,-23,96,11 
-100,-16,-9,13 
-100,-16,19,7 
-100,-16,33,7 
-100,-16,61,13 
-100,-16,75,16 
-100,-2,-9,16 
-100,-9,5,9 
-100,-9,12,8 
-100,-9,19,9 
-100,-9,26,8 
-100,-9,33,9 
-100,-9,40,11 
-100,-9,47,9 
-100,-9,54,8 
-100,-9,61,9 
-100,-9,68,11 
-100,-9,75,15 
-100,-9,89,15 
-100,-9,96,11 
-100,-2,5,16 
-100,-2,19,10 
-100,-2,33,10 
-100,-2,61,10 
-100,-2,75,10 
-100,-2,89,16 
-100,12,5,16 
-100,19,5,12 
-100,33,5,9 
-100,5,54,11 
-100,5,61,12 
-100,5,82,8 
-100,5,96,11 
-100,12,19,19 
-100,12,33,10 
-100,12,47,10 
-100,12,61,10 
-100,12,75,10 
-100,12,89,10 
-100,19,26,20 
-100,19,33,12 
-100,19,40,11 
-100,19,47,9 
-100,19,54,8 
-100,19,61,9 
-100,19,68,8 
-100,19,75,12 
-100,19,82,11 
-100,19,89,9 
-100,19,96,11 
-100,26,33,19 
-100,26,61,10 
-100,26,75,10 
-100,33,40,20 
-100,33,47,12 
-100,33,54,11 
-100,33,61,9 
-100,33,68,11 
-100,33,75,12 
-100,33,82,8 
-100,33,89,9 
-100,33,96,14 
-100,40,47,22 
-100,40,61,10 
-100,40,89,10 
-100,47,54,23 
-100,47,61,15 
-100,47,75,12 
-100,47,82,11 
-100,54,61,25 
-100,54,75,13 
-100,54,89,10 
-100,61,68,26 
-100,61,75,15 
-100,61,82,11 
-100,61,89,12 
-100,61,96,11 
-100,68,75,25 
-100,75,82,26 
-100,75,89,15 
-100,75,96,14 
-100,82,89,28 
-100,89,96,29 
-92,-99,-99,3 
-92,-92,-99,1 
-85,-92,-99,2 
-78,-92,-99,4 
-71,-92,-99,5 
-64,-92,-99,7 
-57,-92,-99,8 
-50,-92,-99,7 
-43,-92,-99,8 
-36,-92,-99,10 
-29,-92,-99,11 
-22,-92,-99,13 
-15,-92,-99,14 
-8,-92,-99,13 
-1,-92,-99,14 
-92,-99,6,17 
-92,-99,13,18 
-92,-99,20,17 
-92,-99,27,18 
-92,-99,34,20 
-92,-99,41,21 
-92,-99,48,23 
-92,-99,55,24 
-92,-99,62,23 
-92,-99,69,24 
-92,-99,76,26 
-92,-99,83,27 
-92,-99,90,29 
-92,-99,97,30 
-78,-85,-99,3 
-64,-85,-99,6 
-50,-85,-99,6 
-36,-85,-99,6 
-22,-85,-99,9 
-8,-85,-99,9 
-85,-99,6,10 
-85,-99,20,10 
-85,-99,34,13 
-85,-99,48,13 
-85,-99,62,13 
-85,-99,76,16 
-85,-99,90,16 
-71,-78,-99,5 
-64,-78,-99,4 
-50,-78,-99,7 
-43,-78,-99,5 
-29,-78,-99,8 
-22,-78,-99,7 
-78,-8,-99,7 
-1,-78,-99,8 
-78,-99,13,9 
-78,-99,20,8 
-78,-99,34,11 
-78,-99,41,9 
-78,-99,55,12 
-78,-99,62,11 
-78,-99,76,11 
-78,-99,83,12 
-78,-99,97,12 
-64,-71,-99,6 
-50,-71,-99,6 
-36,-71,-99,6 
-22,-71,-99,6 
-71,-8,-99,8 
-71,-99,6,7 
-71,-99,20,10 
-71,-99,34,10 
-71,-99,48,10 
-71,-99,62,10 
-71,-99,76,10 
-71,-99,90,10 
-57,-64,-99,8 
-50,-64,-99,7 
-43,-64,-99,5 
-36,-64,-99,7 
-22,-64,-99,7 
-15,-64,-99,8 
-64,-8,-99,7 
-1,-64,-99,8 
-64,-99,13,9 
-64,-99,20,8 
-64,-99,27,9 
-64,-99,34,8 
-64,-99,48,11 
-64,-99,55,9 
-64,-99,62,8 
-64,-99,69,9 
-64,-99,83,12 
-64,-99,90,11 
-64,-99,97,9 
-50,-57,-99,9 
-22,-57,-99,9 
-57,-8,-99,8 
-57,-99,20,10 
-57,-99,34,10 
-57,-99,62,10 
-57,-99,76,10 
-43,-50,-99,8 
-36,-50,-99,7 
-29,-50,-99,8 
-22,-50,-99,7 
-15,-50,-99,8 
-50,-8,-99,10 
-50,-99,6,11 
-50,-99,13,9 
-50,-99,20,8 
-50,-99,27,9 
-50,-99,34,8 
-50,-99,41,9 
-50,-99,55,12 
-50,-99,62,8 
-50,-99,69,9 
-50,-99,76,8 
-50,-99,83,9 
-50,-99,90,11 
-36,-43,-99,9 
-22,-43,-99,6 
-43,-8,-99,8 
-43,-99,6,10 
-43,-99,20,10 
-43,-99,34,7 
-43,-99,48,7 
-43,-99,62,10 
-43,-99,76,13 
-43,-99,90,10 
-29,-36,-99,11 
-22,-36,-99,7 
-36,-8,-99,7 
-1,-36,-99,8 
-36,-99,13,9 
-36,-99,20,11 
-36,-99,34,11 
-36,-99,41,9 
-36,-99,55,9 
-36,-99,62,8 
-36,-99,76,8 
-36,-99,83,12 
-36,-99,97,12 
-22,-29,-99,12 
-29,-8,-99,8 
-29,-99,20,7 
-29,-99,34,13 
-29,-99,48,13 
-29,-99,62,10 
-29,-99,90,10 
-15,-22,-99,14 
-22,-8,-99,10 
-1,-22,-99,8 
-22,-99,6,8 
-22,-99,13,9 
-22,-99,20,8 
-22,-99,27,9 
-22,-99,34,8 
-22,-99,41,9 
-22,-99,48,14 
-22,-99,62,14 
-22,-99,69,9 
-22,-99,76,8 
-22,-99,83,9 
-22,-99,90,11 
-22,-99,97,9 
-15,-8,-99,14 
-15,-99,20,7 
-15,-99,34,7 
-15,-99,62,13 
-15,-99,76,16 
-1,-8,-99,14 
-8,-99,6,11 
-8,-99,13,9 
-8,-99,20,8 
-8,-99,27,9 
-8,-99,34,11 
-8,-99,41,9 
-8,-99,48,8 
-8,-99,55,9 
-8,-99,62,8 
-8,-99,69,9 
-8,-99,76,14 
-8,-99,90,17 
-8,-99,97,12 
-1,-99,6,16 
-1,-99,20,10 
-1,-99,34,10 
-1,-99,62,10 
-1,-99,76,10 
-1,-99,90,16 
-99,13,6,16 
-99,20,6,12 
-99,34,6,9 
-99,55,6,10 
-99,6,62,12 
-99,6,83,8 
-99,6,97,11 
